Tcs, Main , Midblock Route , Side1Route , Side2Route ,ActivationDate,Latitude,Longitude,CountDate,PeakHrVehicleVolume,PeakHrPedestrianVolume,weekday,year
2055, MARTIN GROVE RD ,'', LONGBOURNE DR ,'',04-26-2006,43.68084,-79.56606,05-10-2016,10896,323,2,2006
2056, QUEEN ST E ,'', ELMER AVE ,'',08-18-2005,43.6693,-79.3035,06-08-2015,9545,1951,3,2005
2057, KIPLING AVE ,'', HAYHURST RD , NORTHCREST RD ,11-07-2006,43.69209,-79.55759,12-11-2014,8395,231,1,2006
2058, BELLAMY RD N ,'', BENLEIGH DR ,'',08-01-2006,43.76347,-79.2375,02-08-2011,11700,578,1,2006
2059, VICTORIA PARK AVE ,'', ROWENA DR ,'',12-21-2005,43.75152,-79.313,11-01-2011,18080,945,2,2005
2060, YONGE ST , 100m NORTH OF , BISHOP AVE , PRIVATE ACCESS ,05-10-2006,43.782659556000006,-79.416247308,05-07-2014,24650,4286,2,2006
2063, CALEDONIA RD ,'', BENTWORTH AVE ,'',09-07-2006,43.719559999999994,-79.46861,03-01-2011,12328,240,3,2006
2064, ALBION RD ,'', SHENDALE DR ,'',08-29-2006,43.722590000000004,-79.54744000000001,05-25-2016,17521,249,1,2006
2065, BRIMLEY RD ,'', SHEDIAC RD , FRASERTON CRES ,10-25-2007,43.74886,-79.25341,05-09-2013,12346,574,3,2007
2066, ELLESMERE RD ,'', DUNDALK DR , WYE VALLEY RD ,12-19-2006,43.76518,-79.28401,04-05-2016,22482,604,1,2006
2067, WESTON RD ,'', CARDELL AVE , PRIVATE ACCESS ,08-03-2006,43.709720000000004,-79.53446,04-17-2012,13478,614,3,2006
2068, MIDLAND AVE ,'', GILDER DR , LORD ROBERTS DR ,08-09-2006,43.736059999999995,-79.25876,12-14-2016,10493,1664,2,2006
2069, ASHTONBEE RD ,'', HAKIMI AVE , PRIVATE ACCESS ,10-26-2010,43.73,-79.29195,06-15-2015,7898,472,1,2010
2070, LEBOVIC AVE , 300m SOUTH OF , EGLINTON AVE E , PRIVATE ACCESS ,10-20-2009,43.72429,-79.29026999999999,01-14-2010,5127,149,1,2009
2071, MARTIN GROVE RD ,'', VULCAN ST , PRIVATE ACCESS ,09-22-2009,43.705259999999996,-79.57714,05-03-2016,11687,85,1,2009
2072, ALBION RD ,'', CODLIN CRES , CLAIREPORT CRES ,06-21-2006,43.74778,-79.63245,05-24-2016,11876,81,2,2006
2074, SHEPPARD AVE E ,'', CONLINS RD ,'',01-18-2007,43.80423,-79.19015,04-03-2014,11952,118,3,2007
2075, BATHURST ST ,'', DOUGLAS AVE , COVINGTON RD ,06-08-2007,43.72088,-79.43014000000001,03-29-2012,18665,1571,4,2007
2076, AVENUE RD , 26m SOUTH OF , ROE AVE ,'',11-17-2006,43.73218,-79.41937,03-11-2010,18797,326,4,2006
2078, THE POND RD ,'', SENTINEL RD , PRIVATE ACCESS ,09-13-2007,43.77002,-79.50248,11-09-2011,11330,9454,3,2007
2079, IAN MACDONALD BLVD ,'', THE POND RD , SHOREHAM DR ,08-08-2007,43.77258,-79.5114,09-20-2017,11406,1731,2,2007
2080, SHOREHAM DR ,'', MURRAY ROSS PKWY , PRIVATE ACCESS ,08-08-2007,43.77189,-79.51371999999999,09-20-2017,10330,1269,2,2007
2081, KING ST W ,'', JOE SHUSTER WAY ,'',12-07-2006,43.63973,-79.42358,09-29-2011,8970,847,3,2006
2082, ISLINGTON AVE ,'', GOLFDOWN DR ,'',04-18-2007,43.721540000000005,-79.55809,04-23-2014,14048,228,2,2007
2083, BLOOR ST W ,'', WALMER RD , ROBERT ST ,04-03-2007,43.66637,-79.40533,01-11-2018,8636,10092,1,2007
2084, DUNDAS ST W ,'', GILMOUR AVE ,'',03-08-2007,43.66559,-79.47896999999999,05-04-2016,10762,913,3,2007
2085, JARVIS ST , 170m NORTH OF , DUNDAS ST E ,'',04-17-2007,43.658570000000005,-79.37510999999999,06-17-2010,14566,293,1,2007
2086, DUPONT ST ,'', HOWLAND AVE ,'',02-28-2007,43.67371,-79.41181999999999,07-21-2014,12326,1545,2,2007
2087, QUEEN ST W ,'', ST PATRICK ST ,'',03-09-2007,43.65043,-79.38858,02-25-2008,7554,3438,4,2007
2088, QUEEN ST W ,'', PORTLAND ST ,'',02-22-2007,43.64774,-79.40141,06-14-2017,6802,9439,3,2007
2089, LAKE SHORE BLVD W , 25m EAST OF , BUDAPEST LANE ,'',06-28-2007,43.63704,-79.44753,03-29-2010,14539,236,3,2007
2090, SHEPPARD AVE W , 33m WEST OF , BUCKLAND RD ,'',07-05-2007,43.741040000000005,-79.50378,03-19-2014,12045,129,3,2007
2091, MIDLAND AVE , 175m NORTH OF , MCNICOLL AVE , PRIVATE ACCESS ,05-03-2007,43.81608,-79.29288000000001,12-14-2016,10958,189,3,2007
2092, SHEPPARD AVE E ,'', HERONS HILL WAY ,'',02-16-2011,43.775532909,-79.335107803,10-27-2015,21583,1170,2,2011
2093, BIRCHMOUNT RD ,'', RANSTONE GDNS ,'',03-08-2007,43.73868,-79.28126,12-14-2016,14800,98,3,2007
2095, MCNICOLL AVE ,'', INNISLAWN RD ,'',09-19-2007,43.8074,-79.31654,08-24-2016,13289,102,2,2007
2096, BREMNER BLVD ,'', NAVY WHARF CRT ,'',04-05-2007,43.64077,-79.39158,12-16-2009,7773,709,3,2007
2097, DUPONT ST ,'', EDWIN AVE ,'',04-11-2007,43.66491,-79.45549,04-22-2015,9816,856,2,2007
2098, CORPORATE DR ,'', LEE CENTRE DR ,'',03-30-2007,43.780590000000004,-79.24701999999999,03-21-2016,5577,655,4,2007
2099, DANFORTH RD ,'', NESTON AVE , TYNE CRT ,06-07-2007,43.73338,-79.24866999999999,05-26-2016,10664,253,3,2007
2100, BIRCHMOUNT RD ,'', MODERN RD ,'',07-12-2007,43.74411,-79.28343000000001,12-14-2016,14201,149,3,2007
2101, BRIMLEY RD ,'', BERNADINE ST , APPLEFIELD DR ,07-18-2007,43.76835,-79.26077,12-15-2016,13226,174,2,2007
2102, BIRCHMOUNT RD ,'', VAUXHALL DR ,'',07-24-2007,43.75898,-79.28949,12-13-2016,16592,379,1,2007
2103, MIDLAND AVE , 35m SOUTH OF , NORBURY CRES ,'',10-25-2007,43.75562,-79.26653,12-14-2016,12002,198,3,2007
2104, KINGSTON RD ,'', QUEENSBURY AVE ,'',08-15-2007,43.68547,-79.27438000000001,11-11-2015,11176,248,2,2007
2105, LESLIE ST , 60m SOUTH OF , FRANCINE DR ,'',01-18-2008,43.804120000000005,-79.37138,11-15-2017,12400,135,4,2008
2106, FINCH AVE W , 30m WEST OF , ENDELL ST ,'',04-30-2008,43.774793249,-79.437928967,11-29-2016,14399,69,2,2008
2107, PARKWOODS VILLAGE DR , 45m NORTH OF , BROOKBANKS DR ,'',01-11-2008,43.76121,-79.32401999999999,04-05-2016,10092,497,4,2008
2108, LAWRENCE AVE W ,'', BROOKHAVEN DR ,'',10-17-2007,43.704370000000004,-79.49665,06-24-2013,12510,670,2,2007
2109, SHEPPARD AVE E ,'', GREENBRIAR RD , PRIVATE ACCESS ,09-12-2007,43.768440000000005,-79.38029,03-19-2014,17587,460,2,2007
2110, MORNINGSIDE AVE , 120m SOUTH OF , KINGSTON RD , PRIVATE ACCESS ,11-27-2007,43.76954,-79.18643,03-02-2016,8763,1412,1,2007
2111, LAWRENCE AVE E ,'', BAYVIEW AVE NB RAMP , CHEDDINGTON PL ,06-22-2009,43.72742866300001,-79.381836477,09-16-2013,7363,1250,0,2009
2112, LESLIE ST ,'', COLDWATER RD , FARMSTEAD RD ,08-14-2007,43.75486,-79.36041,06-21-2012,25050,1104,1,2007
2115, LAKE SHORE BLVD W , 50m EAST OF , BRITISH COLUMBIA RD ,'',06-20-1979,43.63132,-79.42941,01-31-2012,12463,143,2,1979
2116, FINCH AVE E ,'', SCOTTFIELD DR , TIFFIELD RD ,09-09-2011,43.81088,-79.2529,11-29-2016,16266,305,4,2011
2117, FINCH AVE W , 200m EAST OF , CHESSWOOD DR ,'',03-03-2009,43.76704,-79.47518000000001,05-27-2010,5225,437,1,2009
2118, SPADINA CRES , 20m SOUTH OF , RUSSELL ST ,'',11-28-2007,43.65967,-79.39993,04-23-2009,13806,1391,2,2007
2119, SPADINA AVE , 28 NORTH OF , WELLINGTON ST W ,'',12-21-2007,43.644287,-79.394559,05-15-2015,12364,538,4,2007
2120, KIPLING AVE ,'', PENLEA AVE ,'',09-26-2007,43.74102,-79.58096,05-15-2015,11881,363,2,2007
2121, KIPLING AVE ,'', HENLEY CRES ,'',08-02-2007,43.730540000000005,-79.57583000000001,04-17-2013,13562,405,3,2007
2122, WESTON RD ,'', HABITANT DR ,'',08-08-2007,43.74602,-79.54111999999999,05-15-2012,8706,1664,2,2007
2123, DUNDAS ST W ,'', SHERIDAN AVE ,'',08-09-2007,43.64978,-79.43364,06-04-2015,12271,141,3,2007
2124, ROYAL YORK RD , 16m SOUTH OF , GOVERNMENT RD ,'',06-14-2007,43.657570269,-79.515965134,05-12-2016,18524,190,3,2007
2125, DUNDAS ST W ,'', CHESTNUT HILLS CRES ,'',07-26-2007,43.653,-79.52489,02-08-2018,16142,333,3,2007
2127, PHARMACY AVE ,'', KNIGHTSBRIDGE RD ,'',08-30-2007,43.71618,-79.29358,04-15-2010,26928,86,3,2007
2128, WILLIAM R ALLEN RD ,'', DE BOERS DR ,'',11-03-2009,43.7518,-79.46369,11-30-2016,22058,216,1,2009
2129, DUFFERIN ST ,'', YORK UNIVERSITY BUSWAY ,'',11-04-2009,43.7719,-79.46766,04-20-2010,10065,112,2,2009
2130, ALNESS ST ,'', YORK UNIVERSITY BUSWAY ,'',12-11-1964,43.771226,-79.472157,01-16-2018,2023,931,4,1964
2131, MURRAY ROSS PKWY ,'', COLUMBIA GT , EVELYN WIGGINS DR ,08-19-2009,43.766346,-79.494262,05-10-2010,3756,185,2,2009
2132, THE POND RD ,'', JAMES GILLIES ST , YORK UNIVERSITY BUSWAY ,08-19-2009,43.771137077,-79.497116775,04-22-2010,3982,350,2,2009
2133, YORK BLVD ,'', YORK UNIVERSITY BUSWAY , PRIVATE ACCESS ,08-26-2009,43.774466559,-79.497001204,03-31-2015,20431,1592,2,2009
2134, BATHURST ST ,'', CARIBOU RD , DELL PARK AVE ,10-04-2007,43.717574847,-79.42961142899999,04-27-2016,6914,210,3,2007
2135, DUFFERIN ST ,'', SASKATCHEWAN RD ,'',05-31-2007,43.632630916000004,-79.425127395,11-12-2015,6794,142,3,2007
2136, LAKE SHORE BLVD W ,'', SYMONS ST ,'',10-17-2007,43.608579999999996,-79.49032,11-25-2015,6789,509,2,2007
2137, LAKE SHORE BLVD W ,'', HILLSIDE AVE ,'',10-23-2007,43.61116,-79.49,05-15-2015,11809,438,1,2007
2138, KIPLING AVE ,'', HINTON RD , PRIVATE ACCESS ,12-05-2007,43.72572,-79.5734,03-30-2010,11810,174,2,2007
2139, WESTON RD , 70m SOUTH OF , DAMASK AVE ,'',09-25-2007,43.74119,-79.53997,05-15-2015,12809,640,1,2007
2140, KIPLING AVE ,'', SNARESBROOK DR , PRIVATE ACCESS ,12-06-2007,43.72172,-79.57148000000001,05-25-2016,13289,315,3,2007
2141, ALBION RD , 280m EAST OF , FINCH AVE W ,'',12-20-2007,43.740585524,-79.585669041,03-06-2017,14307,451,3,2007
2142, WESTON RD ,'', BIRDSTONE CRES ,'',10-24-2007,43.674073213,-79.469559749,05-17-2010,9851,1186,2,2007
2143, FINCH AVE E , 110m EAST OF , YONGE ST , PRIVATE ACCESS ,04-17-2008,43.78007,-79.41425,10-19-2009,5622,517,3,2008
2144, CHERRY ST ,'', COMMISSIONERS ST ,'',07-17-2009,43.645257315,-79.352682237,10-16-2006,15814,12802,4,2009
2145, EVANS AVE ,'', BESTOBELL RD ,'',12-04-2007,43.612574261000006,-79.540461459,07-31-2013,10961,127,1,2007
2146, BELFIELD RD ,'', IRON ST ,'',11-27-2007,43.70059213,-79.581344712,02-13-2013,7643,59,1,2007
2147, WARDEN AVE , 260m NORTH OF , BERTRAND AVE ,'',09-15-2011,43.735467,-79.290688,03-26-2012,14910,23,3,2011
2149, VICTORIA PARK AVE , 170m NORTH OF , DENTON AVE , PRIVATE ACCESS ,05-21-2010,43.694314423,-79.289590716,10-01-2013,9633,2089,4,2010
2150, FINCH AVE W ,'', EDITHVALE DR , PRIVATE ACCESS ,05-07-2008,43.777153018,-79.42725990699999,11-29-2016,15021,448,2,2008
2151, DUFFERIN ST ,'', GIBSON ST ,'',02-17-2009,43.690337896,-79.448286576,04-27-2016,15691,186,1,2009
2152, ROYAL YORK RD ,'', GLENROY AVE ,'',01-08-2008,43.642183278999994,-79.509469529,06-07-2016,10851,368,1,2008
2153, WESTON RD ,'', SIDNEY BELSEY CRES , PRIVATE ACCESS ,07-03-2008,43.69325,-79.50466,09-14-2009,6812,506,3,2008
2154, HUMBERWOOD BLVD ,'', MORNING STAR DR ,'',06-11-2008,43.726157,-79.622225,10-05-2009,7890,374,2,2008
2156, MARKHAM RD ,'', SELECT AVE ,'',11-12-2008,43.833396648000004,-79.251221457,03-09-2016,23281,101,2,2008
2157, INGRAM DR ,'', KINCORT ST , PRIVATE ACCESS ,07-16-2008,43.700806091000004,-79.469645418,08-06-2009,7108,199,2,2008
2158, BRIDLETOWNE CRCL ,'', BEVERLY GLEN BLVD , PRIVATE ACCESS ,10-07-2008,43.799436002,-79.32029807100001,06-17-2009,5174,485,1,2008
2159, MCLEVIN AVE ,'', PINERY TRL (WEST) , PRIVATE ACCESS ,10-07-2008,43.806146481000006,-79.225610566,05-17-2010,6019,327,1,2008
2160, MARKHAM RD , 190m SOUTH OF , STEELES AVE E , PRIVATE ACCESS ,06-18-2009,43.83491,-79.251069,04-02-2014,24156,66,3,2009
2161, STEELES AVE E ,'', PRIVATE ACCESS , MARYDALE AVE ,10-09-2008,43.835825436,-79.254536997,03-09-2016,13073,384,3,2008
2162, STEELES AVE E ,'', SHADLOCK ST , STATE CROWN BLVD ,03-17-2016,43.834302,-79.26115,03-09-2016,13293,122,3,2016
2163, BAMBURGH CRCL ,'', WINTERMUTE BLVD ,'',05-20-2010,43.816115,-79.322537,06-01-2015,3793,667,3,2010
2164, WILLOWDALE AVE ,'', ABITIBI AVE ,'',06-16-2009,43.797542886,-79.413980744,10-26-2009,7408,92,1,2009
2165, BIRCHMOUNT RD ,'', STALEY TER ,'',06-17-2009,43.806835789,-79.310571369,12-07-2016,10794,53,2,2009
2166, BIRCHMOUNT RD ,'', CHELWOOD RD , PRIVATE ACCESS ,02-06-2009,43.725303581000006,-79.276234441,12-14-2016,8347,385,4,2009
2167, PORT UNION RD ,'', ADENMORE RD , CLAPPISON BLVD ,08-28-2008,43.781342103,-79.137631135,01-25-2010,6168,293,3,2008
2168, BIRCHMOUNT RD ,'', BONNIEWOOD RD ,'',01-27-2009,43.727672851,-79.277254611,12-14-2016,9729,361,1,2009
2169, BRIMLEY RD ,'', COMRIE TER , ANSON AVE ,07-03-2009,43.72439724,-79.24317441699999,12-14-2016,5715,231,4,2009
2170, PHARMACY AVE ,'', BOLSTER AVE , NANCY AVE ,08-26-2008,43.70642,-79.28941999999999,01-11-2010,6099,215,1,2008
2171, MORNINGSIDE AVE , 28m NORTH OF , LING RD ,'',07-15-2009,43.76661,-79.18563,03-02-2016,5515,643,2,2009
2172, SCARBOROUGH GOLF CLUB RD ,'', PAR AVE ,'',07-09-2009,43.764261409,-79.216641447,09-16-2009,6972,853,3,2009
2173, MORNINGSIDE AVE ,'', DANZIG ST ,'',07-15-2009,43.76487,-79.18486,03-02-2016,5011,312,2,2009
2174, SCARBOROUGH GOLF CLUB RD ,'', BANKWELL AVE , SLAN AVE ,07-08-2009,43.773207853,-79.220276467,09-15-2009,6015,189,2,2009
2175, BELLAMY RD N ,'', AMARILLO DR , PRIVATE ACCESS ,12-11-2008,43.74865,-79.23192,06-18-2009,5316,126,3,2008
2176, STEELES AVE E , 280 M WEST OF , MARYDALE AVE , PRIVATE ACCESS ,11-12-2008,43.835190751999995,-79.25727501600001,03-09-2016,12872,402,2,2008
2177, YONGE ST , 280m SOUTH OF , CUMMER AVE , PRIVATE ACCESS ,10-06-2009,43.78439,-79.41666,11-19-2015,25243,3285,1,2009
2178, LAWRENCE AVE E ,'', ELINOR AVE ,'',08-27-2008,43.744044538000004,-79.300756939,10-12-2010,20967,367,2,2008
2179, MORTIMER AVE ,'', WOODMOUNT AVE ,'',09-18-2008,43.69198,-79.31817,06-22-2015,5772,191,3,2008
2180, STRACHAN AVE ,'', EAST LIBERTY ST , ORDNANCE ST ,11-25-2013,43.639261,-79.410864,11-16-2017,12200,796,0,2013
2181, KING ST E ,'', RIVER ST ,'',03-09-2012,43.65688,-79.35625999999999,05-22-2014,4535,828,4,2012
2186, LAKE SHORE BLVD W ,'', DAN LECKIE WAY ,'',01-29-2009,43.63732,-79.39723000000001,09-16-2009,23987,148,3,2009
2187, JARVIS ST ,'', GLOUCESTER ST , EARL PL ,09-17-2008,43.66787941800001,-79.379245227,11-01-2016,12529,2028,2,2008
2188, PARK LAWN RD , 175m WEST OF , LAKE SHORE BLVD W ,'',12-23-2014,43.623774356999995,-79.483187199,04-26-2016,13569,531,1,2014
2189, ROYAL YORK RD ,'', ALLANHURST DR ,'',08-19-2008,43.67931,-79.52526999999999,06-04-2015,11434,155,1,2008
2190, MARKHAM RD ,'', MARKANNA DR ,'',10-23-2008,43.74060293300001,-79.218056672,04-03-2014,7831,355,3,2008
2191, KINGSTON RD ,'', OVERTURE RD , PAYZAC AVE ,10-16-2008,43.758914454,-79.197786722,09-09-2009,22524,416,3,2008
2192, DORIS AVE ,'', BYNG AVE ,'',12-10-2009,43.77694,-79.41317,05-02-2013,7014,1718,3,2009
2193, THE DONWAY W ,'', OVERLAND DR , PRIVATE ACCESS ,02-27-2009,43.732958864,-79.346925633,09-22-2009,6333,1231,4,2009
2194, BAYVIEW AVE , 620m SOUTH OF , POTTERY RD , PRIVATE ACCESS ,05-29-2008,43.682901,-79.365943,05-31-2010,16607,0,3,2008
2195, MARTIN GROVE RD ,'', BETTERIDGE LANE ,'',04-02-2009,43.73908,-79.59279000000001,02-29-2016,7704,362,3,2009
2196, MARTIN GROVE RD , 270m NORTH OF , GARFELLA DR ,'',04-01-2009,43.74661,-79.59647,02-29-2016,7966,180,2,2009
2197, MARTIN GROVE RD ,'', LAVINGTON DR ,'',03-19-2009,43.68824,-79.56934,05-10-2016,10059,74,3,2009
2198, ST CLAIR AVE W ,'', ALBERTA AVE ,'',10-29-2009,43.679968903,-79.433846907,04-12-2010,9127,2767,3,2009
2199, WILLOWDALE AVE ,'', OTONABEE AVE ,'',06-16-2009,43.795902962,-79.413300573,10-19-2009,8158,177,1,2009
2200, PHARMACY AVE , 20m SOUTH OF , ALBION AVE ,'',09-17-2009,43.695640000000004,-79.28478,06-08-2015,4328,659,3,2009
2201, SANDHURST CRCL , 235m NORTH OF , FINCH AVE E ,'',01-23-2009,43.809225078000004,-79.271400431,06-02-2015,2481,1772,4,2009
2202, LOWER SIMCOE ST ,'', BREMNER BLVD ,'',12-16-2008,43.64239,-79.38403000000001,11-23-2009,6151,1675,1,2008
2203, CARLINGVIEW DR ,'', WORCESTER RD , PRIVATE ACCESS ,07-16-2009,43.69350321,-79.598849394,02-06-2014,6621,32,3,2009
2204, HUMBER COLLEGE BLVD ,'', WESTMORE DR ,'',07-16-2009,43.730854463,-79.59964493,11-24-2014,7139,532,3,2009
2205, KIPLING AVE ,'', REDWATER DR , PRIVATE ACCESS ,11-26-2009,43.715559999999996,-79.56851999999999,12-11-2014,10711,318,3,2009
2206, TRETHEWEY DR , 60m WEST OF , MARTHA EATON WAY ,'',06-03-2009,43.696608693,-79.490936658,09-22-2009,6354,797,2,2009
2207, DUNDAS ST W ,'', HIGH PARK AVE ,'',10-08-2009,43.66542743300001,-79.470588659,05-04-2016,10253,1633,3,2009
2208, THE WESTWAY ,'', TRIO AVE ,'',03-29-2011,43.6941532,-79.53474759999999,02-07-2012,5783,24,1,2011
2209, THE WESTWAY ,'', SUN ROW DR ,'',06-30-2011,43.689209999999996,-79.54083,01-31-2012,6889,164,3,2011
2210, BLOOR ST W ,'', NEILSON DR ,'',02-03-2011,43.6344759,-79.5672014,09-23-2014,13433,120,3,2011
2212, BLOOR ST W ,'', WILMAR RD ,'',10-06-2010,43.6397744,-79.54447640000001,04-13-2011,10416,124,2,2010
2213, MARTIN GROVE RD ,'', DEWITT RD ,'',06-09-2009,43.66918,-79.56074,05-10-2016,6377,88,1,2009
2214, MARTIN GROVE RD ,'', MILLBURN DR ,'',06-09-2009,43.664390000000004,-79.55858,05-10-2016,6733,131,1,2009
2215, THE WEST MALL ,'', HOLIDAY DR , PRIVATE ACCESS ,03-30-2011,43.64942979999999,-79.56868100000001,02-02-2012,5947,585,2,2011
2216, PHARMACY AVE ,'', ARNALL AVE ,'',01-21-2010,43.80715845100001,-79.332348169,02-06-2018,12144,105,3,2010
2217, MORNINGSIDE AVE ,'', TAMS RD , PRIVATE ACCESS ,10-27-2009,43.7921,-79.19549,03-02-2016,18097,270,1,2009
2218, ST CLAIR AVE E ,'', JEANETTE ST ,'',12-30-2009,43.719581766000005,-79.24728910600001,09-25-2014,10565,225,2,2009
2219, LESLIE ST , 430m NORTH OF , EGLINTON AVE E ,'',03-04-2010,43.720892906,-79.349645376,06-09-2010,19745,186,3,2010
2220, LAIRD DR ,'', COMMERCIAL RD , PRIVATE ACCESS ,01-26-2010,43.708495348,-79.362993986,01-12-2017,12669,435,1,2010
2221, PROGRESS AVE , 130m WEST OF , MIDLAND AVE , PRIVATE ACCESS ,02-10-2011,43.77260454,-79.274524748,12-14-2016,11557,414,3,2011
2223, ORTON PARK RD ,'', BRIMORTON DR ,'',10-01-2009,43.771394996000005,-79.20895251399999,01-28-2010,3300,315,3,2009
2224, BIRCHMOUNT RD ,'', ANACONDA AVE ,'',04-22-2010,43.718594,-79.273116,12-14-2016,7130,178,3,2010
2225, DANFORTH RD ,'', NORTH WOODROW BLVD ,'',03-02-2010,43.710261376000005,-79.26461935,06-01-2016,10216,325,1,2010
2226, MCCOWAN RD ,'', HALBERT PL , PRIVATE ACCESS ,04-20-2010,43.727413,-79.233407,11-15-2016,6273,425,1,2010
2227, PHARMACY AVE ,'', INNISDALE DR , PRIVATE ACCESS ,01-14-2010,43.734819575,-79.301437639,05-06-2010,10380,146,3,2010
2228, SCARBOROUGH GOLF CLUB RD ,'', MARCELLA ST , PRIVATE ACCESS ,04-29-2010,43.758902899999995,-79.214926,01-20-2011,5375,30,3,2010
2229, PHARMACY AVE ,'', BISCAYNE BLVD , SINGLETON RD ,01-20-2010,43.73137605300001,-79.300021297,04-28-2010,10670,202,2,2010
2230, MCNICOLL AVE ,'', BRAMBLEBROOK AVE ,'',09-14-2010,43.8144071,-79.28674620000001,01-27-2011,12170,112,1,2010
2231, MCNICOLL AVE ,'', HUTCHCROFT AVE ,'',09-14-2010,43.8167867,-79.2769176,01-26-2011,9668,87,1,2010
2232, MEADOWVALE RD ,'', EUCLID AVE , LAVERY TRL ,10-12-2010,43.795991799999996,-79.1650242,01-25-2011,5960,169,1,2010
2233, MIDDLEFIELD RD ,'', ORATOR GT ,'',07-07-2010,43.807974,-79.2562902,01-20-2011,8621,52,2,2010
2234, PHARMACY AVE , 280m NORTH OF , CHESTER LE BLVD , PRIVATE ACCESS ,09-30-2010,43.79875139999999,-79.328282,02-06-2018,6743,58,3,2010
2235, CUMMER AVE , 95m WEST OF , WILLOW HEIGHTS CRT ,'',04-01-2010,43.789742757,-79.404968619,05-27-2010,7167,164,3,2010
2236, LAKE SHORE BLVD W ,'', REMEMBRANCE DR , NEW BRUNSWICK WAY ,05-15-2009,43.63108,-79.415553,12-07-2009,21367,121,4,2009
2238, WILSON AVE ,'', BEVERLY HILLS DR ,'',04-21-2010,43.719128000000005,-79.516779,04-07-2016,16172,107,2,2010
2239, EASTERN AVE ,'', TRINITY ST ,'',01-07-2010,43.652433706000004,-79.360906587,05-17-2010,9522,487,3,2010
2240, WILLIAM R ALLEN RD , 270m SOUTH OF , SHEPPARD AVE W , PRIVATE ACCESS ,11-06-2009,43.74799,-79.46242,11-30-2016,29541,0,4,2009
2241, GERRARD ST E ,'', OSBORNE AVE , TED REEVE DR ,04-20-2010,43.684584,-79.297304,09-30-2010,11609,586,1,2010
2242, LUMSDEN AVE ,'', GLEDHILL AVE ,'',05-04-2010,43.6935394,-79.31157929999999,11-10-2010,5614,218,1,2010
2243, SHEPPARD AVE W ,'', BRYANT ST , YEOMANS RD ,01-14-2014,43.754508,-79.44328399999999,03-19-2014,15906,639,1,2014
2247, BRENYON WAY ,'', JOHN TABOR TRL , WICKSON TRL ,04-13-2010,43.805551,-79.211562,04-21-2011,2748,83,1,2010
2248, LESLIE ST , 990m SOUTH OF , LAWRENCE AVE E ,'',05-31-2010,43.726765222,-79.350632429,12-07-2010,17086,61,0,2010
2250, EVANS AVE ,'', TREEVIEW DR , PRIVATE ACCESS ,07-20-2011,43.61354,-79.53631,01-10-2012,10375,109,2,2011
2251, WESTON RD ,'', FERN AVE ,'',06-02-2011,43.70241,-79.52374,02-01-2012,7939,421,3,2011
2252, LAKE SHORE BLVD W , 130m SOUTHWEST OF , MARINE PARADE DR , PRIVATE ACCESS ,04-04-2012,43.62932,-79.47792,11-25-2015,7324,577,2,2012
2253, BATHURST ST ,'', NASSAU ST , PRIVATE ACCESS ,01-25-2011,43.654296,-79.406841,04-02-2015,10334,2241,1,2011
2254, PHARMACY AVE ,'', KELLYVALE RD , PRIVATE ACCESS ,06-03-2014,43.7570011,-79.31044200000001,12-18-2014,10142,368,1,2014
2255, FINCH AVE E ,'', BLACKBIRD GT ,'',11-19-2010,43.816962,-79.2244377,12-06-2016,7028,161,4,2010
2256, OSSINGTON AVE ,'', ARGYLE ST ,'',06-08-2011,43.64696,-79.41983,02-09-2012,5191,2270,2,2011
2257, ISLINGTON AVE ,'', ADVANCE RD ,'',01-12-2011,43.6359325,-79.5197797,04-21-2011,17753,263,2,2011
2258, WARDEN AVE ,'', LUPIN DR ,'',11-20-2010,43.7655756,-79.3022333,05-05-2015,26701,93,5,2010
2259, DANFORTH RD ,'', PILKINGTON DR ,'',12-21-2010,43.7044726,-79.26965609999999,06-01-2016,8222,327,1,2010
2260, BIRCHMOUNT RD ,'', FLORA DR ,'',11-19-2010,43.742126899999995,-79.28265259999999,12-14-2016,14072,172,4,2010
2262, SHEPPARD AVE W ,'', MAGELLAN DR , PRIVATE ACCESS ,05-10-2011,43.7397,-79.50967,02-09-2012,12808,669,1,2011
2264, DUNDAS ST W ,'', GLADSTONE AVE ,'',05-27-2011,43.649609999999996,-79.4298,02-08-2012,8408,1895,4,2011
2265, LAWRENCE AVE E , 130m EAST OF , LESLIE ST ,'',11-15-2011,43.734837,-79.35434000000001,04-03-2012,14164,26,1,2011
2266, GRANTBROOK ST , 88m NORTH OF , BLAKE AVE ,'',11-29-2011,43.780547999999996,-79.432753,07-11-2012,4454,69,1,2011
2267, TALBOT RD , 22m NORTH OF , BLAKE AVE ,'',11-29-2011,43.781915000000005,-79.423911,10-16-2012,4909,89,1,2011
2274, GERRARD ST E ,'', ST MATTHEWS RD , BLACKBURN ST ,09-11-2012,43.664809999999996,-79.35521,04-09-2013,8039,720,1,2012
2275, BATHURST ST , 70m SOUTH OF , KENTON DR , PRIVATE ACCESS ,12-16-2011,43.77748,-79.44395,03-23-2015,21210,81,4,2011
2276, MIDLAND AVE , 234m SOUTH OF , MCNICOLL AVE ,'',11-01-2011,43.81266,-79.2913,04-10-2012,12410,26,1,2011
